claim_id,employee_id,department,date,category,amount,approver_id,status
EXP-008961,E1004,Sales,2025-12-14,Accommodation,146.48,E0946,Paid
EXP-009084,E1013,Sales,2025-12-14,Supplies,888.13,E1032,Paid
EXP-009255,E1028,Sales,2025-12-14,Travel,472.77,E1026,Paid
EXP-009477,E1045,Sales,2025-12-14,Client entertainment,122.52,E0986,Paid
EXP-009705,E1064,Sales,2025-12-14,Client entertainment,151.16,E1053,Paid
EXP-009768,E1068,Sales,2025-12-14,Client entertainment,100.84,E1071,Paid
EXP-010074,E1094,Sales,2025-12-14,Client entertainment,68.31,E0945,Paid
EXP-010482,E1150,Facilities,2025-12-14,Supplies,103.18,E1121,Paid
EXP-000541,E0100,Finance,2025-12-15,Travel,66.16,E0207,Paid
EXP-001200,E0222,Procurement,2025-12-15,Meals,58.83,E0273,Paid
EXP-002072,E0380,IT,2025-12-15,Accommodation,61.06,E0379,Paid
EXP-002321,E0424,IT,2025-12-15,Travel,224.6,E0379,Paid
EXP-002758,E0489,Operations,2025-12-15,Accommodation,208.79,E0930,Paid
EXP-002766,E0490,Operations,2025-12-15,Supplies,724.95,E0923,Paid
EXP-003386,E0541,Operations,2025-12-15,Meals,203.39,E0930,Paid
EXP-003757,E0568,Operations,2025-12-15,Client entertainment,83.98,E0897,Paid
EXP-004444,E0629,Operations,2025-12-15,Travel,45.15,E0935,Paid
EXP-004489,E0633,Operations,2025-12-15,Travel,105.57,E0901,Paid
EXP-004836,E0664,Operations,2025-12-15,Training,58.81,E0932,Paid
EXP-005671,E0737,Operations,2025-12-15,Training,129.17,E0915,Paid
EXP-006286,E0789,Operations,2025-12-15,Training,106.01,E0897,Paid
EXP-006290,E0789,Operations,2025-12-15,Training,510.61,E0897,Paid
EXP-006471,E0803,Operations,2025-12-15,Supplies,151.23,E0930,Paid
EXP-006589,E0813,Operations,2025-12-15,Training,61.19,E0901,Paid
EXP-006655,E0819,Operations,2025-12-15,Accommodation,315.65,E0929,Paid
EXP-006993,E0846,Operations,2025-12-15,Meals,42.54,E0938,Paid
EXP-007230,E0866,Operations,2025-12-15,Client entertainment,168.16,E0921,Paid
EXP-008011,E0927,Operations,2025-12-15,Meals,149.33,E0907,Paid
EXP-008052,E0930,Operations,2025-12-15,Travel,293.95,E0899,Paid
EXP-008665,E0979,Sales,2025-12-15,Client entertainment,216.25,E0960,Paid
EXP-008859,E0993,Sales,2025-12-15,Accommodation,74.1,E1048,Paid
EXP-008922,E0999,Sales,2025-12-15,Client entertainment,95.03,E0992,Paid
EXP-009557,E1053,Sales,2025-12-15,Supplies,108.1,E0987,Paid
EXP-009829,E1075,Sales,2025-12-15,Meals,95.84,E1072,Paid
EXP-010146,E1099,Sales,2025-12-15,Accommodation,42.23,E1097,Paid
EXP-010804,E1203,Facilities,2025-12-15,Training,50.45,E1121,Paid
EXP-000379,E0070,Finance,2025-12-16,Training,161.0,E0196,Paid
EXP-000523,E0096,Finance,2025-12-16,Meals,46.85,E0190,Paid
EXP-001024,E0187,Finance,2025-12-16,Travel,87.03,E0198,Paid
EXP-001216,E0226,Procurement,2025-12-16,Travel,159.3,E0268,Paid
EXP-002013,E0370,Human Resources,2025-12-16,Accommodation,218.96,E0349,Paid
EXP-002188,E0402,IT,2025-12-16,Travel,148.92,E0379,Paid
EXP-003718,E0566,Operations,2025-12-16,Travel,119.8,E0935,Paid
EXP-003945,E0586,Operations,2025-12-16,Supplies,103.6,E0898,Paid
EXP-004105,E0602,Operations,2025-12-16,Meals,513.25,E0919,Paid
EXP-004661,E0648,Operations,2025-12-16,Client entertainment,187.31,E0909,Paid
EXP-004882,E0669,Operations,2025-12-16,Travel,189.77,E0900,Paid
EXP-005704,E0739,Operations,2025-12-16,Meals,894.12,E0930,Paid
EXP-005844,E0754,Operations,2025-12-16,Travel,29.11,E0924,Paid
EXP-005931,E0761,Operations,2025-12-16,Accommodation,39.08,E0907,Paid
EXP-006114,E0775,Operations,2025-12-16,Training,182.14,E0907,Paid
EXP-006685,E0821,Operations,2025-12-16,Client entertainment,86.26,E0920,Paid
EXP-006907,E0839,Operations,2025-12-16,Accommodation,315.68,E0933,Paid
EXP-006948,E0842,Operations,2025-12-16,Supplies,451.82,E0909,Paid
EXP-007591,E0895,Operations,2025-12-16,Client entertainment,125.48,E0900,Paid
EXP-008044,E0930,Operations,2025-12-16,Meals,685.44,E0899,Paid
EXP-008073,E0932,Operations,2025-12-16,Training,191.57,E0930,Paid
EXP-008329,E0953,Sales,2025-12-16,Client entertainment,135.29,E0987,Paid
EXP-008348,E0955,Sales,2025-12-16,Training,136.44,E1069,Paid
EXP-008528,E0968,Sales,2025-12-16,Client entertainment,313.95,E1017,Paid
EXP-009223,E1024,Sales,2025-12-16,Supplies,2251.86,E1074,Paid
EXP-009998,E1089,Sales,2025-12-16,Supplies,201.22,E0959,Paid
EXP-010929,E1043,Sales,2025-12-16,Client entertainment,994.63,E1099,Paid
EXP-010970,E0641,Operations,2025-12-16,Supplies,250.0,E0912,Paid
EXP-000696,E0125,Finance,2025-12-17,Meals,20.04,E0196,Paid
EXP-000825,E0156,Finance,2025-12-17,Travel,34.78,E0207,Paid
EXP-002272,E0416,IT,2025-12-17,Training,70.72,E0379,Paid
EXP-002367,E0435,IT,2025-12-17,Training,112.59,E0379,Paid
EXP-002558,E0471,IT,2025-12-17,Accommodation,101.22,E0379,Paid
EXP-002900,E0500,Operations,2025-12-17,Travel,97.17,E0919,Paid
EXP-002954,E0505,Operations,2025-12-17,Accommodation,136.39,E0912,Paid
EXP-003270,E0530,Operations,2025-12-17,Accommodation,123.21,E0919,Paid
EXP-003340,E0538,Operations,2025-12-17,Client entertainment,78.45,E0919,Paid
EXP-003449,E0546,Operations,2025-12-17,Travel,68.53,E0933,Paid
EXP-003542,E0553,Operations,2025-12-17,Supplies,93.79,E0919,Paid
EXP-003572,E0555,Operations,2025-12-17,Supplies,255.29,E0934,Paid
EXP-004431,E0628,Operations,2025-12-17,Travel,72.51,E0912,Paid
EXP-005487,E0722,Operations,2025-12-17,Supplies,302.62,E0936,Paid
EXP-005797,E0749,Operations,2025-12-17,Client entertainment,132.08,E0918,Paid
EXP-005882,E0756,Operations,2025-12-17,Accommodation,83.95,E0932,Paid
EXP-006254,E0787,Operations,2025-12-17,Travel,33.23,E0915,Paid
EXP-006790,E0831,Operations,2025-12-17,Client entertainment,198.5,E0907,Paid
EXP-006992,E0845,Operations,2025-12-17,Training,167.54,E0916,Paid
EXP-007192,E0862,Operations,2025-12-17,Meals,527.57,E0924,Paid
EXP-008734,E0984,Sales,2025-12-17,Accommodation,47.84,E1104,Paid
EXP-008782,E0987,Sales,2025-12-17,Training,45.67,E1001,Paid
EXP-008841,E0992,Sales,2025-12-17,Meals,178.18,E1060,Paid
EXP-009024,E1008,Sales,2025-12-17,Accommodation,68.26,E0986,Paid
EXP-009053,E1010,Sales,2025-12-17,Client entertainment,43.78,E0980,Paid
EXP-009425,E1041,Sales,2025-12-17,Client entertainment,125.36,E0944,Paid
EXP-010318,E1114,Legal,2025-12-17,Supplies,224.34,E1110,Paid
EXP-000229,E0043,Finance,2025-12-18,Accommodation,57.27,E0207,Paid
EXP-000247,E0045,Finance,2025-12-18,Travel,125.25,E0203,Paid
EXP-001920,E0353,Human Resources,2025-12-18,Client entertainment,468.12,E0339,Paid
EXP-002499,E0459,IT,2025-12-18,Training,34.68,E0379,Paid
EXP-002612,E0479,Operations,2025-12-18,Travel,216.68,E0925,Paid
EXP-003760,E0568,Operations,2025-12-18,Accommodation,227.46,E0897,Paid
EXP-003830,E0575,Operations,2025-12-18,Training,55.39,E0904,Paid
EXP-003968,E0587,Operations,2025-12-18,Travel,167.0,E0906,Paid
EXP-004344,E0623,Operations,2025-12-18,Supplies,452.45,E0909,Paid
EXP-004458,E0629,Operations,2025-12-18,Training,47.35,E0935,Paid
EXP-004963,E0675,Operations,2025-12-18,Travel,407.21,E0938,Paid
EXP-005086,E0685,Operations,2025-12-18,Travel,21.42,E0907,Paid
EXP-005411,E0717,Operations,2025-12-18,Client entertainment,91.68,E0917,Paid
EXP-005436,E0718,Operations,2025-12-18,Travel,174.05,E0913,Paid
EXP-005804,E0750,Operations,2025-12-18,Supplies,226.93,E0910,Paid
EXP-006011,E0767,Operations,2025-12-18,Training,61.95,E0920,Paid
EXP-006070,E0771,Operations,2025-12-18,Meals,406.7,E0933,Paid
EXP-006422,E0800,Operations,2025-12-18,Travel,239.49,E0910,Paid
EXP-006490,E0805,Operations,2025-12-18,Training,54.31,E0900,Paid
EXP-006834,E0833,Operations,2025-12-18,Travel,57.91,E0925,Paid
EXP-006883,E0838,Operations,2025-12-18,Accommodation,39.71,E0921,Paid
EXP-006996,E0846,Operations,2025-12-18,Meals,34.07,E0938,Paid
EXP-007072,E0852,Operations,2025-12-18,Training,27.24,E0914,Paid
EXP-007632,E0900,Operations,2025-12-18,Meals,160.76,E0935,Paid
EXP-007937,E0922,Operations,2025-12-18,Supplies,104.82,E0936,Paid
EXP-008464,E0963,Sales,2025-12-18,Accommodation,19.04,E0952,Paid
EXP-008604,E0974,Sales,2025-12-18,Accommodation,124.06,E1088,Paid
EXP-008935,E1000,Sales,2025-12-18,Travel,292.44,E0989,Paid
EXP-009080,E1011,Sales,2025-12-18,Supplies,62.04,E1102,Paid
EXP-009376,E1037,Sales,2025-12-18,Accommodation,127.78,E0993,Paid
EXP-009584,E1056,Sales,2025-12-18,Supplies,126.73,E1074,Paid
EXP-009808,E1072,Sales,2025-12-18,Travel,39.78,E0973,Paid
EXP-010212,E1104,Sales,2025-12-18,Supplies,43.48,E1056,Paid
EXP-010796,E1202,Facilities,2025-12-18,Travel,82.47,E1121,Paid
EXP-000128,E0028,Finance,2025-12-19,Supplies,296.43,E0191,Paid
EXP-000648,E0119,Finance,2025-12-19,Client entertainment,648.73,E0210,Paid
EXP-001198,E0222,Procurement,2025-12-19,Supplies,174.73,E0273,Paid
EXP-001272,E0237,Procurement,2025-12-19,Travel,46.42,E0267,Paid
EXP-001542,E0284,Procurement,2025-12-19,Supplies,262.38,E0272,Paid
EXP-003147,E0521,Operations,2025-12-19,Client entertainment,286.68,E0917,Paid
EXP-003196,E0525,Operations,2025-12-19,Accommodation,136.18,E0908,Paid
EXP-003364,E0539,Operations,2025-12-19,Travel,108.34,E0912,Paid
EXP-003372,E0541,Operations,2025-12-19,Supplies,27.84,E0930,Paid
EXP-003464,E0546,Operations,2025-12-19,Meals,167.75,E0933,Paid
EXP-003551,E0554,Operations,2025-12-19,Training,159.21,E0918,Paid
EXP-003654,E0561,Operations,2025-12-19,Training,21.35,E0914,Paid
EXP-003666,E0561,Operations,2025-12-19,Training,144.37,E0914,Paid
EXP-003740,E0567,Operations,2025-12-19,Accommodation,409.9,E0905,Paid
EXP-004432,E0628,Operations,2025-12-19,Meals,149.1,E0912,Paid
EXP-004434,E0628,Operations,2025-12-19,Client entertainment,116.94,E0912,Paid
EXP-005513,E0724,Operations,2025-12-19,Training,52.49,E0925,Paid
EXP-005609,E0732,Operations,2025-12-19,Supplies,191.26,E0923,Paid
EXP-005860,E0754,Operations,2025-12-19,Travel,142.57,E0924,Paid
EXP-006855,E0834,Operations,2025-12-19,Accommodation,81.06,E0933,Paid
EXP-007437,E0883,Operations,2025-12-19,Client entertainment,98.1,E0898,Paid
EXP-008257,E0946,Sales,2025-12-19,Training,479.88,E0992,Paid
EXP-010520,E1156,Facilities,2025-12-19,Supplies,124.35,E1121,Paid
EXP-001274,E0239,Procurement,2025-12-20,Travel,141.02,E0277,Paid
EXP-001621,E0298,Human Resources,2025-12-20,Client entertainment,13.13,E0375,Paid
EXP-003308,E0535,Operations,2025-12-20,Client entertainment,434.67,E0897,Paid
EXP-003677,E0563,Operations,2025-12-20,Accommodation,35.38,E0916,Paid
EXP-004582,E0640,Operations,2025-12-20,Accommodation,50.1,E0938,Paid
EXP-004605,E0642,Operations,2025-12-20,Meals,596.24,E0901,Paid
EXP-004790,E0660,Operations,2025-12-20,Supplies,30.77,E0930,Paid
EXP-005270,E0700,Operations,2025-12-20,Accommodation,127.18,E0902,Paid
EXP-006226,E0785,Operations,2025-12-20,Training,28.26,E0924,Paid
EXP-006567,E0811,Operations,2025-12-20,Accommodation,63.15,E0926,Paid
EXP-007077,E0853,Operations,2025-12-20,Meals,36.43,E0930,Paid
EXP-007093,E0854,Operations,2025-12-20,Accommodation,251.38,E0919,Paid
EXP-007403,E0881,Operations,2025-12-20,Accommodation,99.96,E0910,Paid
EXP-007541,E0891,Operations,2025-12-20,Meals,46.46,E0912,Paid
EXP-007720,E0907,Operations,2025-12-20,Accommodation,136.55,E0938,Paid
EXP-007800,E0912,Operations,2025-12-20,Travel,231.24,E0900,Paid
EXP-008373,E0956,Sales,2025-12-20,Travel,225.76,E1104,Paid
EXP-008699,E0981,Sales,2025-12-20,Travel,135.09,E0992,Paid
EXP-008764,E0986,Sales,2025-12-20,Client entertainment,87.41,E1055,Paid
EXP-009433,E1042,Sales,2025-12-20,Accommodation,929.14,E0965,Paid
EXP-009702,E1064,Sales,2025-12-20,Training,196.46,E1053,Paid
EXP-009847,E1076,Sales,2025-12-20,Travel,128.73,E1047,Paid
EXP-009921,E1080,Sales,2025-12-20,Accommodation,198.74,E1048,Paid
EXP-010585,E1166,Facilities,2025-12-20,Accommodation,396.5,E1121,Paid
EXP-010707,E1188,Facilities,2025-12-20,Accommodation,69.01,E1121,Paid
EXP-010714,E1189,Facilities,2025-12-20,Meals,726.16,E1121,Paid
EXP-010755,E1196,Facilities,2025-12-20,Client entertainment,12.31,E1121,Paid
EXP-000520,E0095,Finance,2025-12-21,Supplies,254.51,E0208,Paid
EXP-000538,E0100,Finance,2025-12-21,Accommodation,56.91,E0207,Paid
EXP-000992,E0182,Finance,2025-12-21,Client entertainment,119.49,E0198,Paid
EXP-001035,E0189,Finance,2025-12-21,Travel,48.44,E0198,Paid
EXP-001296,E0242,Procurement,2025-12-21,Travel,15.83,E0267,Paid
EXP-001648,E0302,Human Resources,2025-12-21,Client entertainment,198.03,E0377,Paid
EXP-001777,E0326,Human Resources,2025-12-21,Client entertainment,45.74,E0339,Paid
EXP-002161,E0395,IT,2025-12-21,Training,130.0,E0379,Paid
EXP-002512,E0462,IT,2025-12-21,Travel,58.71,E0379,Paid
EXP-002525,E0463,IT,2025-12-21,Meals,113.28,E0379,Paid
EXP-004614,E0643,Operations,2025-12-21,Meals,89.77,E0921,Paid
EXP-006556,E0811,Operations,2025-12-21,Accommodation,426.61,E0926,Paid
EXP-006658,E0819,Operations,2025-12-21,Accommodation,223.4,E0929,Paid
EXP-006701,E0824,Operations,2025-12-21,Meals,115.25,E0930,Paid
EXP-006709,E0825,Operations,2025-12-21,Client entertainment,33.18,E0905,Paid
EXP-006854,E0834,Operations,2025-12-21,Meals,158.93,E0933,Paid
EXP-007895,E0919,Operations,2025-12-21,Client entertainment,71.72,E0898,Paid
EXP-008483,E0964,Sales,2025-12-21,Meals,17.99,E1105,Paid
EXP-009613,E1057,Sales,2025-12-21,Client entertainment,500.97,E0958,Paid
EXP-009708,E1064,Sales,2025-12-21,Supplies,431.25,E1053,Paid
EXP-009894,E1079,Sales,2025-12-21,Training,76.86,E0958,Paid
EXP-010483,E1151,Facilities,2025-12-21,Accommodation,28.8,E1121,Paid
EXP-000476,E0089,Finance,2025-12-22,Meals,66.83,E0198,Paid
EXP-000906,E0170,Finance,2025-12-22,Travel,277.7,E0194,Paid
EXP-001113,E0201,Finance,2025-12-22,Accommodation,84.87,E0203,Paid
EXP-001283,E0239,Procurement,2025-12-22,Client entertainment,284.54,E0277,Paid
EXP-002117,E0387,IT,2025-12-22,Travel,22.99,E0379,Paid
EXP-002515,E0462,IT,2025-12-22,Client entertainment,230.68,E0379,Paid
EXP-002569,E0473,IT,2025-12-22,Accommodation,99.04,E0379,Paid
EXP-002599,E0477,Operations,2025-12-22,Accommodation,341.72,E0906,Paid
EXP-002743,E0488,Operations,2025-12-22,Accommodation,96.42,E0901,Paid
EXP-003174,E0523,Operations,2025-12-22,Travel,35.14,E0920,Paid
EXP-003448,E0546,Operations,2025-12-22,Client entertainment,21.85,E0933,Paid
EXP-003965,E0587,Operations,2025-12-22,Meals,569.71,E0906,Paid
EXP-004070,E0596,Operations,2025-12-22,Client entertainment,91.2,E0908,Paid
EXP-004250,E0615,Operations,2025-12-22,Meals,876.01,E0937,Paid
EXP-004594,E0641,Operations,2025-12-22,Accommodation,230.45,E0912,Paid
EXP-004841,E0665,Operations,2025-12-22,Travel,50.67,E0922,Paid
EXP-005256,E0699,Operations,2025-12-22,Accommodation,120.16,E0931,Paid
EXP-005333,E0706,Operations,2025-12-22,Meals,39.6,E0918,Paid
EXP-008003,E0927,Operations,2025-12-22,Accommodation,61.29,E0907,Paid
EXP-008116,E0936,Operations,2025-12-22,Travel,36.4,E0920,Paid
EXP-008279,E0947,Sales,2025-12-22,Client entertainment,48.71,E1033,Paid
EXP-010265,E1106,Sales,2025-12-22,Supplies,162.88,E1040,Paid
EXP-000176,E0035,Finance,2025-12-23,Supplies,632.22,E0190,Paid
EXP-000714,E0132,Finance,2025-12-23,Travel,295.42,E0190,Paid
EXP-000819,E0154,Finance,2025-12-23,Travel,42.35,E0197,Paid
EXP-000866,E0163,Finance,2025-12-23,Meals,131.73,E0192,Paid
EXP-000885,E0167,Finance,2025-12-23,Travel,427.37,E0190,Paid
EXP-000907,E0170,Finance,2025-12-23,Client entertainment,86.84,E0194,Paid
EXP-000989,E0182,Finance,2025-12-23,Client entertainment,117.39,E0198,Paid
EXP-001010,E0186,Finance,2025-12-23,Client entertainment,12.79,E0196,Paid
EXP-001090,E0196,Finance,2025-12-23,Training,111.5,E0001,Paid
EXP-001108,E0200,Finance,2025-12-23,Client entertainment,406.71,E0197,Paid
EXP-001980,E0364,Human Resources,2025-12-23,Training,49.41,E0376,Paid
EXP-002331,E0427,IT,2025-12-23,Client entertainment,42.79,E0379,Paid
EXP-003246,E0529,Operations,2025-12-23,Supplies,105.73,E0913,Paid
EXP-003287,E0534,Operations,2025-12-23,Travel,59.98,E0925,Paid
EXP-003513,E0549,Operations,2025-12-23,Accommodation,452.94,E0923,Paid
EXP-003933,E0585,Operations,2025-12-23,Supplies,126.92,E0902,Paid
EXP-004630,E0644,Operations,2025-12-23,Meals,55.87,E0911,Paid
EXP-004869,E0668,Operations,2025-12-23,Meals,26.79,E0913,Paid
EXP-005023,E0680,Operations,2025-12-23,Accommodation,38.09,E0919,Paid
EXP-005079,E0684,Operations,2025-12-23,Meals,31.33,E0930,Paid
EXP-005159,E0691,Operations,2025-12-23,Client entertainment,91.75,E0930,Paid
EXP-005386,E0713,Operations,2025-12-23,Client entertainment,109.16,E0901,Paid
EXP-005588,E0730,Operations,2025-12-23,Training,127.34,E0900,Paid
EXP-005877,E0756,Operations,2025-12-23,Accommodation,87.72,E0932,Paid
EXP-005929,E0761,Operations,2025-12-23,Travel,90.76,E0907,Paid
EXP-006198,E0783,Operations,2025-12-23,Travel,79.8,E0918,Paid
EXP-006896,E0838,Operations,2025-12-23,Training,177.19,E0921,Paid
EXP-007002,E0846,Operations,2025-12-23,Training,24.91,E0938,Paid
EXP-007177,E0861,Operations,2025-12-23,Accommodation,57.38,E0908,Paid
EXP-008173,E0941,Sales,2025-12-23,Training,154.55,E1024,Paid
EXP-008356,E0955,Sales,2025-12-23,Travel,420.42,E1069,Paid
EXP-008856,E0993,Sales,2025-12-23,Accommodation,109.02,E1048,Paid
EXP-008864,E0994,Sales,2025-12-23,Accommodation,211.92,E0970,Paid
EXP-008871,E0994,Sales,2025-12-23,Supplies,55.24,E0970,Paid
EXP-009008,E1007,Sales,2025-12-23,Travel,32.81,E1022,Paid
EXP-009538,E1051,Sales,2025-12-23,Training,87.85,E1084,Paid
EXP-009796,E1072,Sales,2025-12-23,Client entertainment,21.44,E0973,Paid
EXP-010015,E1090,Sales,2025-12-23,Accommodation,220.93,E0999,Paid
EXP-010234,E1105,Sales,2025-12-23,Supplies,108.26,E0953,Paid
EXP-010451,E1143,Facilities,2025-12-23,Client entertainment,136.08,E1121,Paid
EXP-010592,E1169,Facilities,2025-12-23,Training,26.65,E1121,Paid
EXP-000557,E0104,Finance,2025-12-24,Supplies,13.58,E0190,Paid
EXP-000588,E0109,Finance,2025-12-24,Training,120.7,E0197,Paid
EXP-000917,E0172,Finance,2025-12-24,Accommodation,13.44,E0208,Paid
EXP-001120,E0204,Finance,2025-12-24,Training,39.06,E0196,Paid
EXP-001377,E0255,Procurement,2025-12-24,Training,42.04,E0269,Paid
EXP-002504,E0460,IT,2025-12-24,Travel,344.06,E0379,Paid
EXP-002716,E0486,Operations,2025-12-24,Travel,37.08,E0912,Paid
EXP-002938,E0504,Operations,2025-12-24,Travel,54.44,E0933,Paid
EXP-003012,E0510,Operations,2025-12-24,Client entertainment,155.77,E0920,Paid
EXP-003046,E0513,Operations,2025-12-24,Travel,124.01,E0918,Paid
EXP-003108,E0518,Operations,2025-12-24,Client entertainment,108.81,E0902,Paid
EXP-003617,E0558,Operations,2025-12-24,Client entertainment,54.29,E0906,Paid
EXP-003880,E0580,Operations,2025-12-24,Training,293.71,E0912,Paid
EXP-003901,E0582,Operations,2025-12-24,Training,452.29,E0898,Paid
EXP-004007,E0591,Operations,2025-12-24,Training,118.64,E0908,Paid
EXP-004511,E0635,Operations,2025-12-24,Client entertainment,93.1,E0928,Paid
EXP-004560,E0639,Operations,2025-12-24,Meals,58.81,E0921,Paid
EXP-004579,E0640,Operations,2025-12-24,Supplies,81.32,E0938,Paid
EXP-004622,E0643,Operations,2025-12-24,Travel,84.11,E0921,Paid
EXP-005081,E0684,Operations,2025-12-24,Client entertainment,56.14,E0930,Paid
EXP-005226,E0697,Operations,2025-12-24,Client entertainment,164.58,E0934,Paid
EXP-005401,E0716,Operations,2025-12-24,Supplies,146.03,E0937,Paid
EXP-005818,E0751,Operations,2025-12-24,Accommodation,71.66,E0912,Paid
EXP-006844,E0834,Operations,2025-12-24,Accommodation,36.98,E0933,Paid
EXP-006867,E0837,Operations,2025-12-24,Training,211.82,E0936,Paid
EXP-006979,E0844,Operations,2025-12-24,Meals,111.24,E0914,Paid
EXP-007299,E0873,Operations,2025-12-24,Supplies,127.06,E0914,Paid
EXP-007388,E0881,Operations,2025-12-24,Travel,51.85,E0910,Paid
EXP-007762,E0909,Operations,2025-12-24,Training,79.96,E0922,Paid
EXP-007766,E0910,Operations,2025-12-24,Travel,320.53,E0917,Paid
EXP-008252,E0946,Sales,2025-12-24,Meals,1211.79,E0992,Paid
EXP-008282,E0947,Sales,2025-12-24,Client entertainment,261.39,E1033,Paid
EXP-008447,E0962,Sales,2025-12-24,Supplies,203.78,E1028,Paid
EXP-009528,E1051,Sales,2025-12-24,Travel,65.88,E1084,Paid
EXP-010047,E1092,Sales,2025-12-24,Meals,38.72,E1057,Paid
EXP-010231,E1105,Sales,2025-12-24,Travel,117.18,E0953,Paid
EXP-010565,E1164,Facilities,2025-12-24,Supplies,55.7,E1121,Paid
EXP-000120,E0025,Finance,2025-12-25,Meals,50.33,E0196,Paid
EXP-000731,E0135,Finance,2025-12-25,Accommodation,178.1,E0196,Paid
EXP-001138,E0211,Procurement,2025-12-25,Meals,53.97,E0280,Paid
EXP-001671,E0309,Human Resources,2025-12-25,Supplies,66.75,E0338,Paid
EXP-002136,E0391,IT,2025-12-25,Travel,720.48,E0379,Paid
EXP-002283,E0418,IT,2025-12-25,Travel,93.68,E0379,Paid
EXP-002858,E0497,Operations,2025-12-25,Supplies,60.2,E0909,Paid
EXP-003241,E0528,Operations,2025-12-25,Meals,235.94,E0930,Paid
EXP-004430,E0628,Operations,2025-12-25,Training,146.58,E0912,Paid
EXP-004531,E0637,Operations,2025-12-25,Client entertainment,190.24,E0933,Paid
EXP-004644,E0646,Operations,2025-12-25,Meals,127.49,E0923,Paid
EXP-004845,E0665,Operations,2025-12-25,Meals,562.53,E0922,Paid
EXP-005659,E0736,Operations,2025-12-25,Training,52.91,E0902,Paid
EXP-005722,E0741,Operations,2025-12-25,Travel,193.87,E0918,Paid
EXP-006125,E0776,Operations,2025-12-25,Client entertainment,40.02,E0926,Paid
EXP-006633,E0817,Operations,2025-12-25,Supplies,131.93,E0908,Paid
EXP-007043,E0850,Operations,2025-12-25,Client entertainment,52.88,E0918,Paid
EXP-007117,E0857,Operations,2025-12-25,Client entertainment,93.38,E0937,Paid
EXP-008179,E0941,Sales,2025-12-25,Meals,122.51,E1024,Paid
EXP-008283,E0947,Sales,2025-12-25,Training,78.07,E1033,Paid
EXP-009582,E1056,Sales,2025-12-25,Meals,270.59,E1074,Paid
EXP-009755,E1067,Sales,2025-12-25,Accommodation,40.09,E0955,Paid
EXP-010031,E1091,Sales,2025-12-25,Training,28.06,E1063,Paid
EXP-010103,E1096,Sales,2025-12-25,Training,29.0,E0968,Paid
EXP-010597,E1171,Facilities,2025-12-25,Client entertainment,34.22,E1121,Paid
EXP-010628,E1174,Facilities,2025-12-25,Supplies,199.96,E1121,Paid
EXP-010767,E1198,Facilities,2025-12-25,Client entertainment,250.49,E1121,Paid
EXP-000883,E0166,Finance,2025-12-26,Meals,67.97,E0196,Paid
EXP-000912,E0171,Finance,2025-12-26,Travel,43.98,E0207,Paid
EXP-000919,E0172,Finance,2025-12-26,Travel,124.83,E0208,Paid
EXP-000961,E0178,Finance,2025-12-26,Meals,29.79,E0194,Paid
EXP-001212,E0225,Procurement,2025-12-26,Meals,253.8,E0271,Paid
EXP-002141,E0392,IT,2025-12-26,Supplies,34.46,E0379,Paid
EXP-002522,E0463,IT,2025-12-26,Meals,93.71,E0379,Paid
EXP-002964,E0505,Operations,2025-12-26,Meals,57.13,E0912,Paid
EXP-003138,E0521,Operations,2025-12-26,Supplies,61.71,E0917,Paid
EXP-003353,E0539,Operations,2025-12-26,Supplies,71.89,E0912,Paid
EXP-004730,E0653,Operations,2025-12-26,Travel,126.86,E0936,Paid
EXP-005014,E0680,Operations,2025-12-26,Travel,22.9,E0919,Paid
EXP-005943,E0761,Operations,2025-12-26,Client entertainment,94.52,E0907,Paid
EXP-006003,E0767,Operations,2025-12-26,Training,212.6,E0920,Paid
EXP-006846,E0834,Operations,2025-12-26,Meals,36.57,E0933,Paid
EXP-007032,E0849,Operations,2025-12-26,Client entertainment,95.55,E0932,Paid
EXP-007267,E0870,Operations,2025-12-26,Client entertainment,157.57,E0936,Paid
EXP-009379,E1037,Sales,2025-12-26,Training,36.71,E0993,Paid
EXP-010194,E1103,Sales,2025-12-26,Client entertainment,680.92,E0975,Paid
EXP-010297,E1110,Legal,2025-12-26,Accommodation,30.41,E1117,Paid
EXP-010381,E1125,Facilities,2025-12-26,Meals,235.71,E1121,Paid
EXP-010691,E1185,Facilities,2025-12-26,Travel,43.17,E1121,Paid
EXP-000090,E0018,Finance,2025-12-27,Training,88.24,E0210,Paid
EXP-001163,E0214,Procurement,2025-12-27,Travel,190.51,E0279,Paid
EXP-001534,E0282,Procurement,2025-12-27,Accommodation,48.59,E0269,Paid
EXP-001578,E0289,Procurement,2025-12-27,Travel,21.2,E0277,Paid
EXP-002672,E0483,Operations,2025-12-27,Supplies,46.78,E0919,Paid
EXP-003305,E0535,Operations,2025-12-27,Accommodation,38.89,E0897,Paid
EXP-003418,E0543,Operations,2025-12-27,Meals,61.94,E0914,Paid
EXP-003745,E0567,Operations,2025-12-27,Accommodation,195.77,E0905,Paid
EXP-003792,E0573,Operations,2025-12-27,Accommodation,77.42,E0915,Paid
EXP-004371,E0624,Operations,2025-12-27,Travel,68.52,E0913,Paid
EXP-004423,E0627,Operations,2025-12-27,Client entertainment,227.17,E0918,Paid
EXP-004763,E0656,Operations,2025-12-27,Client entertainment,117.03,E0920,Paid
